Fiscal Year,Unique Identifier,Deal Number,Decision,Decision Date,Effective Date,Expiration Date,Brokered,Deal Cancelled,Country,Program,Policy Type,Decision Authority,Primary Export Product NAICS/SIC code,Product Description,Term,Primary Applicant,Primary Lender,Primary Exporter,Primary Exporter City,Primary Exporter State Code,Primary Exporter State Name,Primary Borrower,Primary Source of Repayment (PSOR),Working Capital Delegated Authority,Approved/Declined Amount,Disbursed/Shipped Amount,Undisbursed Exposure Amount,Outstanding Exposure Amount,Small Business Authorized Amount,Woman Owned Authorized Amount,Minority Owned Authorized Amount,Loan Interest Rate,Multiyear Working Capital Extension
2011,09504350ST1001,504350,Approved,5/18/2011,6/1/2011,6/1/2012,Yes,No,El Salvador,Insurance,FB,Individual Delegated Authority,424130,Industrial and Personal Service Paper Merchant Wholesalers,Short Term,"Hencorp Becstone Capital, L.C.","Hencorp Becstone Capital, L.C.","Paddington Paper And Supplies, Inc.",Doral,FL,Florida,"CAJAS Y BOLSAS, S.A. DE C.V.","Corrugadora de Costa Rica, S.A.",,2250000,1013593.93,0,0,724500,0,0,,
2011,09504359ST1001,504359,Approved,5/24/2011,6/1/2011,6/1/2012,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,111335,Tree Nut Farming,Short Term,Starrh & Starrh Cotton Growers,,Starrh & Starrh Cotton Growers,Shafter,CA,California,Multiple - Borrowers,Multiple - PSORs,,300000,0,0,0,0,0,0,,
2011,09504361ST1001,504361,Approved,4/25/2011,4/1/2011,4/1/2012,Yes,No,Greece,Insurance,ESS,Individual Delegated Authority,424110,Printing and Writing Paper Merchant Wholesalers,Short Term,"Eagle Paper International, Inc.",Bank of America NA,"Eagle Paper International, Inc.",Virginia Beach,VA,Virginia,Viokyt Packaging S.A.,Viokyt Packaging S.A.,,90000,306706.85,0,0,90000,0,0,,
2011,09504400ST1001,504400,Approved,5/25/2011,4/1/2011,4/1/2012,Yes,No,Mexico,Insurance,FB,Individual Delegated Authority,111920,Cotton Farming,Short Term,PNC Bank N.A.,PNC Bank N.A.,Rsm Co,Charlotte,NC,North Carolina,"Representaciones Textiles de Toluca, S.A. de C.V.","Distribuidora de Algodones Toluca, S.A. de C.V.",,4900000,11405903.89,0,0,1577800,0,0,,
2011,09504413ST1001,504413,Approved,4/24/2011,4/1/2011,4/1/2012,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,325620,Toilet Preparation Manufacturing,Short Term,Andalou Naturals,,Andalou Naturals,Novato,CA,California,Multiple - Borrowers,Multiple - PSORs,,200000,519587.87,0,0,200000,0,0,,
2011,09504440ST1001,504440,Approved,5/4/2011,4/1/2011,4/1/2012,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,424460,Fish and Seafood Merchant Wholesalers,Short Term,"NGC, Inc.",,"Ngc, Inc.",Narragansett,RI,Rhode Island,Multiple - Borrowers,Multiple - PSORs,,400000,530652.86,0,0,400000,0,0,,
2011,09504442ST1001,504442,Approved,4/19/2011,6/1/2011,6/1/2012,Yes,No,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,333111,Farm Machinery and Equipment Manufacturing,Short Term,"Horsch Anderson, L.L.C.",,"Horsch Anderson, Llc",Andover,SD,South Dakota,Multiple - Borrowers,Multiple - PSORs,,300000,0,0,0,300000,0,0,,
2011,09504451ST1001,504451,Approved,4/25/2011,5/1/2011,5/1/2012,Yes,No,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesaler,Short Term,Planson International Corporation,Bank of America Merrill Lynch,Planson International Corporation,New Gloucester,ME,Maine,Multiple - Borrowers,Multiple - PSORs,,3000000,279024,0,0,3000000,3000000,0,,
2011,09504518MT1001,504518,Approved,6/15/2011,6/15/2011,12/1/2011,Yes,No,Brazil,Insurance,MTR,Individual Delegated Authority,336411,Aircraft Manufacturing,Medium Term,"Air Tractor, Inc.","Wells Fargo Bank, N.a.","Air Tractor, Inc.",Olney,TX,Texas,Mr. Erai Maggi Scheffer,Mr. Erai Maggi Scheffer,,1381572.49,1381572.49,0,0,0,1381572.49,0,,
2011,09504585ST1001,504585,Approved,5/9/2011,6/1/2011,6/1/2012,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,Short Term,"Quality Filtration, LLC",,"Quality Filtration, Llc",Nashville,TN,Tennessee,Multiple - Borrowers,Multiple - PSORs,,200000,213222.43,0,0,200000,0,0,,
2011,09504596ST1001,504596,Approved,5/11/2011,6/1/2011,6/1/2012,Yes,No,Brazil,Insurance,ESS,Individual Delegated Authority,311999,All Other Miscellaneous Food Manufacturing,Short Term,"FDC Vitamins, Inc.",,"Fdc Vitamins, Inc.",Miami,FL,Florida,Fedco Industria E Comercio Ltda.,Fedco Industria E Comercio Ltda.,,540000,0,0,0,540000,0,540000,,
2011,09504610ST1001,504610,Approved,5/5/2011,,,Yes,Yes,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,115113,"Crop Harvesting, Primarily by Machine",Short Term,Glade and Grove Supply Inc,,Glade And Grove Supply Inc,Belle Glade,FL,Florida,Multiple - Borrowers,Multiple - PSORs,,0,0,0,0,0,0,0,,
2011,09504616ST1001,504616,Approved,5/11/2011,5/1/2011,5/1/2012,Yes,No,Denmark,Insurance,ESS,Individual Delegated Authority,424490,Other Grocery and Related Products Merchant Wholesalers,Short Term,J. P. Marketing Inc.,,J. P. Marketing Inc.,Tampa,FL,Florida,Uhrenholt A/S,Uhrenholt A/S,,225000,131017.45,0,0,225000,0,0,,
2011,09504634MT1001,504634,Approved,5/6/2011,4/19/2010,3/15/2012,Yes,No,Argentina,Insurance,MTR,Individual Delegated Authority,333120,Construction Machinery Manufacturing,Medium Term,"Pnc Bank, N.a.","Pnc Bank, N.a.",Powerscreen Usa Llc,Durand,MI,Michigan,Gruas San Blas S.A.,Gruas San Blas S.A.,,2686680,665712.73,0,0,865110.96,0,0,,
2011,09504644ST1001,504644,Approved,6/14/2011,6/29/2011,8/28/2012,Yes,No,Mexico,Insurance,FB,Individual Delegated Authority,311514,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",Short Term,"Interfinanciera, S.A. De C.V., Sofom, E.N.R.","Interfinanciera, S.A. De C.V., Sofom, E.N.R.",Olam Americas Inc,Chicago,IL,Illinois,"Queseria Dos Lagunas, S.P.R. De R.L. De C.V.","Queseria Dos Lagunas, S.P.R. De R.L. De C.V.",,1800000,4549580.19,0,0,579600,0,0,,
2011,09504649ST1001,504649,Approved,5/16/2011,5/1/2011,5/1/2012,No,No,Saudi Arabia,Insurance,ESS,Individual Delegated Authority,111334,Berry (except Strawberry) Farming,Short Term,"Stahlbush Island Farms, Inc.",,"Stahlbush Island Farms, Inc.",Corvallis,OR,Oregon,Food and Fine Pastries Manufacturing Co. Ltd. D/B/A Sunbulah Group,Food and Fine Pastries Manufacturing Co. Ltd. D/B/A Sunbulah Group,,56350,198933.88,0,0,56350,0,0,,
2011,09504697ST1001,504697,Approved,4/28/2011,6/1/2011,6/1/2012,Yes,No,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,332913,Plumbing Fixture Fitting and Trim Manufacturing,Short Term,"Accor Technology, Inc",CFS International Capital Corporation,"Accor Technology, Inc",East Wenatchee,WA,Washington,Multiple - Borrowers,Multiple - PSORs,,500000,60745.82,0,0,500000,0,0,,
2011,09504706ST1001,504706,Approved,5/17/2011,6/1/2011,6/1/2012,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,336412,Aircraft Engine and Engine Parts Manufacturing,Short Term,"Covington Aircraft Engines, Inc.",,"Covington Aircraft Engines, Inc.",Okmulgee,OK,Oklahoma,Multiple - Borrowers,Multiple - PSORs,,500000,508700.97,0,0,0,0,0,,
2011,09504716ST1001,504716,Approved,5/4/2011,5/1/2011,6/1/2012,Yes,No,Dominican Republic,Insurance,FB,Individual Delegated Authority,311211,Flour Milling,Short Term,"Drake Finance Group, Inc.","Drake Finance Group, Inc.",Bunge Limited Finance Corp,White Plains,NY,New York,"Procesadora De Alimentos Johanna, S.R.L.","Procesadora De Alimentos Johanna, S.R.L.",,490000,1046070.92,0,0,157780,0,0,,
2011,09504737ST1001,504737,Approved,5/13/2011,6/1/2011,6/1/2012,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,424130,Industrial and Personal Service Paper Merchant Wholesalers,Short Term,Presidio Paper Company,,Presidio Paper Company,San Francisco,CA,California,Multiple - Borrowers,Multiple - PSORs,,250000,607907.96,0,0,250000,0,0,,
2011,09504766ST1001,504766,Approved,4/22/2011,5/1/2011,5/1/2012,Yes,No,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,325612,Polish and Other Sanitation Good Manufacturing,Short Term,"Kaivac, Inc.",,"Kaivac, Inc.",Hamilton,OH,Ohio,Multiple - Borrowers,Multiple - PSORs,,500000,432531.31,0,0,500000,0,0,,
2011,09504767ST1001,504767,Approved,4/28/2011,5/1/2011,5/1/2012,Yes,No,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,311119,Other Animal Food Manufacturing,Short Term,Epicore Networks (USA) Inc,,"Epicore Networks (Usa), Inc.",Mount Holly,NJ,New Jersey,Multiple - Borrowers,Multiple - PSORs,,500000,115918.6,0,0,500000,0,0,,
2011,09504770ST1001,504770,Approved,5/23/2011,6/1/2011,6/1/2012,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,325991,Custom Compounding of Purchased Resins,Short Term,"Manner Polymers, Inc.",,"Manner Polymers, Inc.",Mc Kinney,TX,Texas,Multiple - Borrowers,Multiple - PSORs,,250000,498168,0,0,250000,0,250000,,
2011,09504777ST1001,504777,Approved,5/12/2011,7/1/2011,7/1/2012,No,Yes,Eritrea,Insurance,ASB,Individual Delegated Authority,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesaler,Short Term,Planson International Corporation,,Planson International Corporation,New Gloucester,ME,Maine,Ministry of Health,Ministry of Health,,0,0,0,0,0,0,0,,
2011,09504784ST1001,504784,Approved,5/10/2011,7/1/2011,7/1/2012,No,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,326191,Plastics Plumbing Fixture Manufacturing,Short Term,"Strong Industries, Inc.",,"Strong Industries, Inc.",Northumberland,PA,Pennsylvania,Multiple - Borrowers,Multiple - PSORs,,500000,0,0,0,500000,0,0,,
2011,09504796ST1001,504796,Approved,5/6/2011,7/1/2011,7/1/2012,No,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,541990,"All Other Professional, Scientific, and Technical Services",Short Term,Ken Block Consulting,,Ken Block Consulting,Richardson,TX,Texas,Multiple - Borrowers,Multiple - PSORs,,300000,0,0,0,300000,0,0,,
2011,09504797ST1001,504797,Approved,6/9/2011,7/5/2011,9/5/2012,Yes,No,Guatemala,Insurance,FB,Individual Delegated Authority,999999,Ex-Im Online Placeholder,Short Term,Bank Of Coral Gables,Bank Of Coral Gables,Multiple - Exporters,,,,"Filtros Y Electricos, Sa","Universal Automotriz, Sa",,1170000,2273260.96,0,0,376740,0,0,,
2011,09504818ST1001,504818,Approved,5/2/2011,4/28/2011,4/28/2012,Yes,No,United Kingdom,Insurance,ESS,Individual Delegated Authority,423850,Service Establishment Equipment and Supplies Merchant Wholesalers,Short Term,"Davex Labs, LLC",Celtic Capital Corporation,"Davex Labs, Llc",Santa Monica,CA,California,L'anza Europe Limited,L'anza Europe Limited,,90000,159425.92,0,0,90000,0,0,,
2011,09504826ST1001,504826,Approved,5/11/2011,6/1/2011,6/1/2012,Yes,No,India,Insurance,ESS,Individual Delegated Authority,323110,Commercial Lithographic Printing,Short Term,"Ritrama, Inc",,"Ritrama, Inc",Minneapolis,MN,Minnesota,Classic Stripes Pvt Ltd,Classic Stripes Pvt Ltd,,90000,0,0,0,0,0,0,,
2011,09504885ST1001,504885,Approved,5/24/2011,5/30/2011,5/30/2012,Yes,No,Mexico,Insurance,FB,Individual Delegated Authority,326211,Tire Manufacturing (except Retreading),Short Term,Total Bank,Total Bank,Titan Tire Corporation,Des Moines,IA,Iowa,"Neumaticos Muevetierra, S.A. de C.V.","Neumaticos Muevetierra, S.A. de C.V.",,855000,119247.86,0,0,275310,0,0,,
2011,09504890MT1001,504890,Approved,5/23/2011,4/25/2011,12/25/2012,Yes,No,Brazil,Insurance,MTS,Individual Delegated Authority,423830,Industrial Machinery and Equipment Merchant Wholesalers,Medium Term,"Goss International Americas, Llc",PNC Bank National Association,"Goss International Americas, Llc",Durham,NH,New Hampshire,Grafica Print Industria E Editora Ltda,Grafica Print Industria E Editora Ltda,,2085383.13,2085383.13,0,0,0,0,0,,
2011,09504892ST1001,504892,Approved,6/17/2011,6/1/2011,8/29/2012,Yes,No,Nicaragua,Insurance,FB,Individual Delegated Authority,111140,Wheat Farming,Short Term,"Banco Internacional de Costa Rica, S.A. (Inc.)","Banco Internacional de Costa Rica, S.A. (Inc.)",Multiple - Exporters,,,,"Pescanova, S.A.","Pescanova, S.A.",,5880000,12853443.17,0,0,1893360,0,0,,
2011,09504893ST1001,504893,Approved,4/27/2011,4/1/2011,4/1/2012,Yes,No,Bahamas (The),Insurance,ESS,Individual Delegated Authority,424490,Other Grocery and Related Products Merchant Wholesalers,Short Term,Tropical Foods LLC,,Tropical Foods Llc,Doral,FL,Florida,Phil's Food Services Limited,Phil's Food Services Limited,,148500,634559.83,0,0,148500,0,0,,
2011,09504897MT1001,504897,Approved,6/22/2011,5/12/2010,10/1/2011,Yes,No,Brazil,Insurance,MTS,Individual Delegated Authority,333120,Construction Machinery Manufacturing,Medium Term,1st United Bank,1st United Bank,Universal Horizontal Directional Drilling Company,Lake Zurich,IL,Illinois,Mapsolo Engenharia Ltda.,Mapsolo Engenharia Ltda.,,669597.45,0,0,0,215610.3789,0,0,,
2011,09504909ST1001,504909,Approved,5/2/2011,5/1/2011,5/1/2012,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,321114,Wood Preservation,Short Term,Potomac Supply Coroporation,Regions Bank,Potomac Supply Corporation,Kinsale,VA,Virginia,Multiple - Borrowers,Multiple - PSORs,,750000,2710686.4,0,0,0,0,0,,
2011,09504960ST1001,504960,Approved,6/17/2011,8/1/2011,8/1/2012,Yes,No,Panama,Insurance,FB,Individual Delegated Authority,424510,Grain and Field Bean Merchant Wholesalers,Short Term,Total Bank,Total Bank,Trc Trading Corporation,Roseville,CA,California,"Grain Hill Corporation, S.A.","Grain Hill Corporation, S.A.",,5880000,4070401.39,0,0,1893360,0,0,,
2011,09504980MT1001,504980,Approved,6/15/2011,5/25/2011,11/25/2011,Yes,No,Paraguay,Insurance,MTS,Individual Delegated Authority,336411,Aircraft Manufacturing,Medium Term,"Air Tractor, Inc.","Wells Fargo Bank, N.a.","Air Tractor, Inc.",Olney,TX,Texas,Facundo Larrea Holzmann,Facundo Larrea Holzmann,,570620.84,570620.84,0,0,0,570620.84,0,,
2011,09504981ST1001,504981,Approved,5/12/2011,7/3/2011,7/3/2012,Yes,No,Mexico,Insurance,FB,Individual Delegated Authority,423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",Short Term,Pacific Western Bank,Pacific Western Bank,Multiple - Exporters,,,,"Triplay Sideri, S.A. de C.V.","Triplay Sideri, S.A. de C.V.",,450000,715707.45,0,0,144900,0,0,,
2011,09504984ST1001,504984,Approved,5/9/2011,8/3/2011,8/3/2012,No,No,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,324191,Petroleum Lubricating Oil and Grease Manufacturing,Short Term,"Global Gl, Lc",,"Global Gl, Lc",Dundee,FL,Florida,Multiple - Borrowers,Multiple - PSORs,,200000,0,0,0,200000,200000,0,,
2011,09504985ST1001,504985,Approved,6/20/2011,7/1/2011,7/1/2012,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,339999,All Other Miscellaneous Manufacturing,Short Term,"Nanoh2o, Inc.",,"Nanoh2o, Inc.",El Segundo,CA,California,Multiple - Borrowers,Multiple - PSORs,,750000,0,0,0,750000,0,0,,
2011,09504986ST1001,504986,Approved,5/26/2011,6/1/2011,6/1/2012,Yes,No,Jamaica,Insurance,ESS,Individual Delegated Authority,424490,Other Grocery and Related Products Merchant Wholesalers,Short Term,Tropical Foods Llc,,Tropical Foods Llc,Doral,FL,Florida,"Everything Fresh, Ltd.","Everything Fresh, Ltd.",,90000,133238.82,0,0,90000,0,0,,
2011,09504990ST1001,504990,Approved,5/11/2011,5/23/2011,5/23/2012,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,423810,Construction and Mining (except Oil Well) Machinery and Equipment Merchant ,Short Term,"Tri-continental Trade & Development, Inc.",,"Tri-Continental Trade & Development, Inc.",Bowie,MD,Maryland,Multiple - Borrowers,Multiple - PSORs,,500000,0,0,0,500000,0,0,,
2011,09504995ST1001,504995,Approved,5/12/2011,6/1/2011,6/1/2012,Yes,No,Mexico,Insurance,FB,Individual Delegated Authority,423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",Short Term,Pacific Western Bank,Pacific Western Bank,Multiple - Exporters,,,,"Comercializadora CG De Occidente, S.A. de C.V.","CG Grupo Forestal, S.A. de C.V.",,270000,0,0,0,86940,0,0,,
2011,09504998MT1001,504998,Approved,6/17/2011,6/20/2011,12/15/2011,Yes,No,Argentina,Insurance,MTS,Individual Delegated Authority,336411,Aircraft Manufacturing,Medium Term,"Air Tractor, Inc.","Wells Fargo Bank, N.A.","Air Tractor, Inc.",Olney,TX,Texas,Orlando Dario Colombi,Orlando Dario Colombi,,1085007.7,1085007.7,0,0,0,1085007.7,0,,
2011,09505012ST1001,505012,Approved,5/6/2011,5/1/2011,5/1/2012,Yes,No,Germany,Insurance,ESS,Individual Delegated Authority,333314,Optical Instrument and Lens Manufacturing,Short Term,"Craic Technologies, Inc.",,Craic Technologies Inc,San Dimas,CA,California,Attestor Forensics GmbH,Attestor Forensics GmbH,,177836.4,197596.11,0,0,177836.4,0,177836.4,,
2011,09505042ST1001,505042,Approved,5/2/2011,7/1/2011,7/1/2012,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,339999,All Other Miscellaneous Manufacturing,Short Term,"Aeroballoon Usa, Inc.",,"Aeroballoon Usa, Inc.",Hingham,MA,Massachusetts,Multiple - Borrowers,Multiple - PSORs,,300000,0,0,0,300000,0,0,,
2011,09505049ST1001,505049,Approved,5/23/2011,6/1/2011,6/1/2012,No,No,Multiple - Countries,Insurance,ELC,Individual Delegated Authority,,,Short Term,Fulton Bank,Fulton Bank,Multiple - Exporters,,,,Multiple - Borrowers,Multiple - PSORs,,5000000,0,0,0,1610000,0,0,,
2011,09505064ST1001,505064,Approved,6/3/2011,7/5/2011,10/2/2012,Yes,No,Costa Rica,Insurance,FB,Individual Delegated Authority,424510,Grain and Field Bean Merchant Wholesalers,Short Term,Bank of Coral Gables,Bank of Coral Gables,Multiple - Exporters,,,,Megatropico S.A.,Megatropico S.A.,,1323000,2412554.85,0,0,426006,0,0,,
2011,09505090ST1001,505090,Approved,6/20/2011,7/1/2011,7/1/2012,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,423840,Industrial Supplies Merchant Wholesalers,Short Term,Oil Patch Supplies and Consulting LLC,,Oil Patch Supplies And Consulting Llc,Sugar Land,TX,Texas,Multiple - Borrowers,Multiple - PSORs,,300000,0,0,0,300000,0,0,,
2011,09505108ST1001,505108,Approved,6/6/2011,6/1/2011,6/1/2012,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,423930,Recyclable Material Merchant Wholesalers,Short Term,Simon Metals Llc,,Simon Metals Llc,Tacoma,WA,Washington,Multiple - Borrowers,Multiple - PSORs,,400000,105020.83,0,0,400000,0,0,,
2011,09505111ST1001,505111,Approved,5/24/2011,8/1/2011,8/1/2012,Yes,No,Spain,Insurance,ESS,Individual Delegated Authority,622110,General Medical and Surgical Hospitals,Short Term,"Wright Medical Technology, Inc.",,"Wright Medical Technology, Inc.",Memphis,TN,Tennessee,Palex Medical Sa,Palex Medical Sa,,810000,0,0,0,0,0,0,,
2011,09505112ST1001,505112,Approved,5/2/2011,5/1/2011,5/1/2012,Yes,No,Russia,Insurance,ESS,Individual Delegated Authority,312130,Wineries,Short Term,"Delicato Vineyards, Inc.",,"Delicato Vineyards, Inc.",Manteca,CA,California,Alianta Group,Alianta Group,,135000,236474.4,0,0,135000,0,0,,
2011,09505123ST1001,505123,Approved,5/4/2011,5/1/2011,5/1/2012,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,311119,Other Animal Food Manufacturing,Short Term,"La Belle Associates, Inc.","U.S. Bank, N.A.","La Belle Associates, Inc.",Bellingham,WA,Washington,Multiple - Borrowers,Multiple - PSORs,,1000000,1746454.93,0,0,1000000,0,0,,
2011,09505171ST1001,505171,Approved,6/9/2011,,,Yes,Yes,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,541512,Computer Systems Design Services,Short Term,"Continuous Control Solutions, Inc.",,"Continuous Control Solutions, Inc.",Des Moines,IA,Iowa,Multiple - Borrowers,Multiple - PSORs,,0,0,0,0,0,0,0,,
2011,09505193ST1001,505193,Approved,5/5/2011,4/1/2011,4/1/2012,Yes,No,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,423440,Other Commercial Equipment Merchant Wholesalers,Short Term,JCF International Ltd.,,Jcf International Ltd.,Lake Villa,IL,Illinois,Multiple - Borrowers,Multiple - PSORs,,300000,169000,0,0,300000,0,0,,
2011,09505211MT1001,505211,Approved,6/23/2011,5/1/2010,1/1/2012,Yes,No,Jamaica,Insurance,MTR,Individual Delegated Authority,541512,Computer Systems Design Services,Medium Term,"Suntrust Banks, Inc.","Suntrust Banks, Inc.","N. Wasserstrom & Sons, Inc.",Columbus,OH,Ohio,Caribbean Resources Ltd,Restaurant Holdings Ltd,,1351303.57,1349132.29,0,0,435119.7495,0,0,,
2011,09505214ST1001,505214,Approved,6/10/2011,8/1/2011,8/1/2012,Yes,No,Costa Rica,Insurance,ESS,Individual Delegated Authority,322211,Corrugated and Solid Fiber Box Manufacturing,Short Term,Tim-bar Corporation,,Tim-bar Corporation,Hanover,PA,Pennsylvania,Astro Carton Sa,Astro Carton Sa,,270000,134843.88,0,0,0,0,0,,
